Name,Address,Price
Charles George,Ukraine,829255661
Mr. Johnathan Perez DDS,Comoros,813160852
Kerry Griffin,Guadeloupe,533400862
Melissa Jones,Equatorial Guinea,568075984
Michelle Bryant,Liechtenstein,87652924
Stephanie Beck,Chad,649523321
Steven Bradley,Czech Republic,182242772
Ricky Forbes,Samoa,798598664
Timothy Mccullough,Cambodia,1130550002
Samantha Smith,Egypt,205016239
Bryan Gregory,Martinique,956852060
Jamie Turner,Greenland,402619852
Teresa Powell,Nicaragua,287157177
Kyle Sweeney,Afghanistan,189729216
Elizabeth Farrell,Burkina Faso,494746112
Lindsey Tucker,Tokelau,447951940
Jerry Wang,Indonesia,832507874
Brian Kelly,South Georgia and the South Sandwich Islands,674675053
Alan Fry,Congo,1013297564
Kristen Mann,Trinidad and Tobago,1129970517
Katherine Potts,Svalbard & Jan Mayen Islands,308377415
Jason Harrison,Mozambique,196195095
Dr. John Branch,Norway,768129890
Lisa Williams,Solomon Islands,496786244
Stephanie Carter,Hungary,876966166
Ronald Cisneros,Nigeria,666690840
Kristina Williams,Western Sahara,137526735
Isaac Lucas,Yemen,282969977
Ms. Amanda Rivas MD,Chile,689080987
Christopher Perez,Angola,883140195
Marilyn James,United Kingdom,408507921
Richard Copeland,Equatorial Guinea,1197120304
Monica Schwartz,Norway,130241269
Jonathan Wilson,Nauru,632322262
Darlene Rios,Mozambique,7495808
Todd Smith,Uruguay,744857392
Paul Short,Denmark,495365623
Anthony Hamilton,United States of America,1161747887
Dwayne Carey,Trinidad and Tobago,304276675
Dennis Lang,Czech Republic,481795617
Tim Valdez,British Indian Ocean Territory (Chagos Archipelago),1056437102
Anne Jacobson,Japan,138315444
Kimberly Olsen,New Caledonia,855332383
Colleen May,French Guiana,35168882
Gina Martin,Holy See (Vatican City State),578545989
Stephen Harris,Niue,183818442
Olivia Holmes,Malta,917154049
John Nguyen,Saudi Arabia,330873680
Scott Burgess,Timor-Leste,511152269
Lauren Brown,Philippines,1162771877
Jennifer Cox,Botswana,60606170
Veronica Rivera,China,811025064
Misty Gonzalez PhD,Barbados,554531365
Donald Green,Isle of Man,720886653
Crystal Wolfe,San Marino,1059893509
Amanda Greer,Slovenia,431905795
Cynthia Carpenter,New Caledonia,966633819
David King,Vanuatu,740712618
Jennifer Gordon,Pakistan,198647333
Tiffany Pruitt,British Indian Ocean Territory (Chagos Archipelago),990039445
William Page,Cape Verde,172052301
Samantha Morgan,Pakistan,482419048
Michelle Hernandez,Montserrat,967719080
William Gray,Saint Lucia,879128551
Aaron Moreno,Venezuela,727890903
Michael Palmer,Martinique,322869514
Joanne Price,Trinidad and Tobago,746496545
Rachel Mitchell,Kuwait,151498325
Nicholas Hunt,Myanmar,553869080
Adam Martinez,Vietnam,904266675
Keith Vasquez,Bermuda,271331434
Robert Porter,Seychelles,283250654
Allison Davis,Uzbekistan,456697169
Katelyn Camacho,Cayman Islands,265980460
Sandra Robinson,Grenada,14335833
Amber Smith,Saint Pierre and Miquelon,869301710
Melvin Pineda,Papua New Guinea,1132851202
Brandi Reed,Libyan Arab Jamahiriya,593516894
Mark Suarez,Montenegro,43906566
Jean Johnson,Equatorial Guinea,113781593
John Davis,Greenland,845697776
James Colon,Egypt,90260641
Jason Herring,Guernsey,852711338
Kimberly Thompson,Myanmar,839430960
Lindsey Graham,South Georgia and the South Sandwich Islands,759374694
Brian Mckenzie,Slovenia,527961835
Kimberly Lee,Antarctica (the territory South of 60 deg S),783113895
Carl Smith,French Guiana,492666540
Jeff Mercado,Saint Pierre and Miquelon,1207468767
Bobby Grimes,Egypt,616400683
Larry Soto,United States Virgin Islands,287851804
Patricia King,Barbados,454582338
Robert Forbes,Heard Island and McDonald Islands,472490947
Tamara Martin,Cote d'Ivoire,1033066940
William Blackburn,Libyan Arab Jamahiriya,1164515380
Rebekah Avila,Saint Barthelemy,833197233
Edward Dixon,Taiwan,206928261
Joseph Parrish,Lebanon,603332734
Douglas Wilson,Gibraltar,595642613
Mariah Levine,Egypt,107834472
Samantha Blevins,India,291703710
Mr. Seth Rodriguez,Seychelles,803354002
Sheila Bell MD,Bouvet Island (Bouvetoya),1053401616
Thomas Riley,Thailand,618031862
Dominic Gill,Georgia,954281919
James Ferguson,Papua New Guinea,56753434
Laura Patton,Ethiopia,202131252
Linda Nguyen,Falkland Islands (Malvinas),887100393
Laurie Valenzuela,Namibia,913777183
Paula Russo,Greenland,443542180
Jessica Smith,Sao Tome and Principe,353415754
Kevin Griffith,Grenada,187702980
Diane Roberts,Macao,362413396
Vincent Moses,Marshall Islands,664980680
Jeremy Scott,Madagascar,334806774
Stephanie Long,Congo,1088981321
Devin Hall,Gabon,8680328
Stephanie Gonzalez,Bahrain,436239215
Russell Shepard,Guatemala,761626191
Mary Davis,Gambia,391705172
Jerry Carrillo MD,Palau,517745811
Lisa Buckley,Belarus,388744716
Ms. Melissa Allison,North Macedonia,248974538
Bradley Goodman,Antigua and Barbuda,21187309
Robert Nguyen,Greece,153772076
Carla Turner,Syrian Arab Republic,490723628
Anthony Stewart,Mozambique,765639392
Patricia Smith,Marshall Islands,614226858
Kenneth Patterson,Cocos (Keeling) Islands,1152414687
William Brown,Trinidad and Tobago,1018219868
Valerie Roth,Denmark,891290897
Chad Taylor,Solomon Islands,99876154
Kaitlyn White,Turks and Caicos Islands,1051049815
Mark Morgan,Tonga,648341763
Thomas Hodges,Malta,616202372
Mark Roberts,Mexico,513592677
Sarah Moore,Saint Vincent and the Grenadines,97292269
Sonya Dixon,Nauru,834434402
Kenneth Jackson,Andorra,1136241235
Arthur Jones,Congo,1137184879
Tamara Eaton,Japan,880658242
Anna Gregory,Suriname,976408990
Heidi Brown,Israel,55144738
Dylan Thompson,Botswana,827016776
Joseph Goodman,Albania,359039925
Rebecca Nelson,Guam,115243020
James Smith,Monaco,988320046
Patricia Kim,Singapore,768623238
Ashley Kennedy,Djibouti,907704654
Peter Murphy,Iraq,435463781
Erin Perkins,Guadeloupe,783192105
Dillon Bell,Grenada,903028321
Jacqueline Robinson,Ecuador,738318509
Douglas Murphy,Jordan,246964396
John Keith,New Zealand,800831946
Krystal Cooke,Romania,359701840
Jasmine Young,Russian Federation,71545889
Veronica Crawford,Guatemala,585530338
Natalie Buchanan,Iraq,795562602
Melissa Brown,Saint Helena,703280170
Amanda Carson,Jamaica,396765201
Ryan Mason,French Guiana,858564431
Danielle Lee DVM,Kazakhstan,211928724
Aaron Bryant,China,783815859
Tiffany Henry,Paraguay,962378185
Calvin Powell,Cayman Islands,458257590
Sharon Hendrix,Dominica,1039255730
James Baxter,Australia,885192838
Lisa Thomas,Bouvet Island (Bouvetoya),107425476
Susan Acevedo,Saint Barthelemy,28823873
Eric Mora,Bolivia,1118331596
Rachel Moore,Vietnam,321776549
Shannon Hamilton,Lao People's Democratic Republic,658324729
Robert Harvey,Kuwait,90495212
Tyler Pittman,United Kingdom,49808854
Joseph Snyder,Tonga,314684796
Hayden Frost,Saudi Arabia,693325092
Heather Anderson,New Caledonia,33125954
Adrian Mcguire,Bolivia,635551232
Ronald Krueger,Cocos (Keeling) Islands,16717439
Joe Garcia,Kiribati,775116324
Andrew Nelson,Tonga,987600406
Stacey Ingram,Antigua and Barbuda,308487447
Bradley Koch,Cambodia,1041332511
William Carter,Lao People's Democratic Republic,455902227
Carrie Hernandez,Montserrat,1067512393
Jeffrey Clark,Saint Kitts and Nevis,347769051
Trevor Wright,Nigeria,391286210
Amanda Conley,Russian Federation,28309014
Rhonda Scott,Ireland,1039161685
Jonathan Larson Jr.,Guernsey,500363717
Nathaniel Moore,French Guiana,401638316
Darren Yoder,Myanmar,428498065
Fernando Jordan,Svalbard & Jan Mayen Islands,50371430
Tammy Scott,New Caledonia,15640330
Brittany Collins,Guyana,1071486364
Laura Thompson,Poland,806400672
Jennifer Daniel,Namibia,1011662602
Justin Bryant,Turkmenistan,345888083
Tanya Bell,Luxembourg,1170220163
Holly Fernandez,Comoros,221492532
Monique Mathews,Bhutan,803477089
Brittany Lee,Egypt,774489852
Denise Barton,Singapore,259959054
Richard Wong,Western Sahara,436495036
Joel Morris,Croatia,146404341
Dawn Rodgers,Saint Lucia,581747603
Megan Sexton,Austria,198399638
Karen Elliott,Saint Pierre and Miquelon,71693117
Stephanie Torres,Estonia,1042690713
Ricky Nelson,Sierra Leone,20996428
Joseph Nelson,Greenland,612533432
Rebecca Chavez,Argentina,281710720
Michael Nguyen,British Indian Ocean Territory (Chagos Archipelago),450021650
Susan Barnes DVM,Gambia,54554097
Travis Lee,Saint Pierre and Miquelon,616676048
Michael Mack,Rwanda,1113162289
Jamie Villanueva,Jersey,657212352
Mark Smith,Norfolk Island,801471540
Rachel Pruitt,Saint Kitts and Nevis,27595564
Fred Rocha,Saint Kitts and Nevis,335550261
Charles Reynolds,Estonia,978151463
Amanda Dalton,Luxembourg,231513830
Angel Pugh,Uzbekistan,812794029
Alexander Hodges,Monaco,182223403
Mark Russell,Greece,609447368
Nicole Jones,Israel,1200403526
Bridget Smith,India,745153224
Scott Fisher,Netherlands,1159518465
Deborah Lam,Comoros,729290618
Ashley Fisher,Papua New Guinea,245044854
Troy Schmidt,Argentina,66785687
Brittany Wallace,Seychelles,72946672
Ashley Castaneda,Colombia,214931392
Crystal Glenn,Congo,119286646
Krista Choi,Lebanon,134269833
Anthony Hubbard,Ecuador,33027317
Victoria Marshall,Nigeria,873677820
Alicia Johnson,Aruba,254438780
Jamie Collins,Cyprus,1046868218
Kimberly Brown,China,285815867
William Arnold,Macao,917772334
Adam Mitchell,United States of America,1132844410
Vanessa Thompson,Saint Pierre and Miquelon,845911265
Kyle Byrd,Somalia,133370830
Sean Barton,Estonia,874336344
Dr. Marilyn Bryant,Martinique,414325950
Jeffery Levine,Bosnia and Herzegovina,296719064
Gabrielle Cain,Dominican Republic,888668320
Jennifer Wright,Dominican Republic,364346150
Daniel Boone,Palestinian Territory,32437968
Leslie Patrick,Norfolk Island,675632255
Gavin Collins,Timor-Leste,789680374
Kimberly Rubio,Colombia,1194325872
Mitchell Bridges,Ukraine,603337326
Laura Brown,Pakistan,485675800
Michael Hall,Venezuela,117426982
Daniel Rose,San Marino,269369808
Timothy Cunningham,Turkey,350652173
Lori Martinez,Kyrgyz Republic,840715207
Dawn Butler,Bolivia,107049855
Brianna Hanson,Greece,608169771
James Johnson,Jordan,532335554
Nathan Thomas,France,1002992019
Daniel Smith,Grenada,1164678234
Gary Brown,Timor-Leste,1078607245
Brady Salinas,Senegal,1208548560
Jesse Garcia,Ireland,295736858
Michael Cross,Peru,329832495
Mrs. Stephanie Santiago,Ghana,377926122
Barry Larsen,Sudan,1194910662
Peter Richardson,Denmark,1057431849
Sarah Richardson,Mayotte,84899202
Debra Hartman,Japan,484920646
Robert Abbott,Armenia,591823409
Colleen Davis,Nigeria,675815812
Aaron Johnson,Hong Kong,897519193
Traci Moore,Aruba,410783360
Rachel Huynh,United Kingdom,666784656
Ryan Miller,Thailand,512096197
William Robinson,Canada,184522762
Joseph Smith,Norway,111567975
Rose Newton,Paraguay,836321552
Jeffrey Davis,Cyprus,401031331
Amanda Hunter,Venezuela,421682453
Robert Nguyen,Hong Kong,273343189
John West,Uruguay,860201196
Jennifer Schultz,Cyprus,602749030
Nicole Pham,Australia,505540117
Daniel Rogers,Egypt,874386194
Curtis Lloyd,Montenegro,689523960
Diana Monroe,Solomon Islands,69846688
Vanessa Hull,French Polynesia,100026712
Roberta Carroll,United States Virgin Islands,206598566
Krystal Williams,Maldives,670221691
Tiffany Weiss,Gambia,1074333530
Andrew Jordan,Macao,841786595
David Peters,Saint Barthelemy,80276676
Jessica Stephens,Kuwait,1042997863
Corey Smith,Peru,1191483765
Cheryl Fletcher,Spain,709249446
Teresa Copeland,Denmark,281528616
Allen Lee,Afghanistan,438212856
Marissa Cooper,Myanmar,360139244
Garrett Parks,Gambia,1078750767
Joshua Griffin,Jamaica,1178821723
Adrian Bates,Chad,747675644
Lori Miller,Netherlands,929283647
Roy Meyer,Ghana,32206546
Dawn Smith,India,1058800378
Cheryl Smith,Gambia,362340701
Crystal Palmer,United States of America,345075627
Mark Dean,Korea,1062890913
Karen Johnson,Colombia,419642290
April Hamilton,Cape Verde,332203562
John Graves,Czech Republic,135359743
Scott Burns,Reunion,983582467
Gerald Barnes,Chad,633415081
Brittany Huang,Saint Pierre and Miquelon,998103292
Luke Holloway,Macao,600676034
Jennifer Cunningham,American Samoa,902345245
Diana Garner,Barbados,1093566032
Wayne Boone,Sri Lanka,1147934482
Tara Esparza,Nicaragua,238078599
Katie Cole,Netherlands,641679075
Lee Espinoza,Georgia,185393629
Jacob Stewart,Lithuania,790210428
Gary Bell,Bulgaria,243088258
Jennifer Boyd,Rwanda,510961926
Gail Walker,Wallis and Futuna,94603446
Ms. Heather Jones,Argentina,1120407297
Melinda Evans,Comoros,46383821
Adriana Romero,Costa Rica,873446548
Erin Scott,Greece,346343672
Stephanie Copeland,Azerbaijan,55560334
Lori Taylor,Greenland,478632819
Henry Roberts,Portugal,694213124
Kevin Spence,Comoros,1051735766
David York,Nepal,8140239
Jorge Roach,Uganda,548484681
Gregory Sloan,Sao Tome and Principe,303068820
Samuel Delgado,Northern Mariana Islands,199696504
Christina Ramirez,Kyrgyz Republic,150419058
Paul Ramsey,Isle of Man,205968198
Jenna Watkins,Niger,216462154
Pedro Lewis,Cape Verde,411257890
Jennifer Thomas,Kiribati,1012168197
Chelsea Peterson,Congo,117548031
Robert Perez,Benin,693551236
Jeffery Moore,Benin,712515562
Kim Morales,Marshall Islands,947772803
Samantha Davis,Lesotho,404783571
Herbert Webb,Mexico,813878851
Shawn Barnes,Zambia,289260024
Karen Lyons,Tanzania,355632757
Edward Burke,Philippines,579038783
Anthony Graham,Mauritania,458466257
Theresa Burgess,Western Sahara,932864923
Andrew Wiley,Niger,1040374837
Hannah Whitehead,Guinea-Bissau,107441950
Bradley Shah,Central African Republic,185272012
Joshua Morales,Gibraltar,250165015
April Ward,Tunisia,473607841
Luis Rios,Spain,252499756
Dustin Jacobs,Bouvet Island (Bouvetoya),670329551
Diane Morris,Israel,776116604
Hannah Payne,Iran,184452848
David Sanchez,Belarus,70838367
Jonathan Watson,Malaysia,1008295171
Jerome Gentry,Kyrgyz Republic,723842122
Aaron James,Central African Republic,815053555
Kimberly Pope,Iceland,1137957234
Roy Gilbert,Gibraltar,359717105
Mr. Douglas Downs,Palestinian Territory,141634724
Anna Smith,Saint Helena,725878373
Nathan Castro,India,780941690
Cheryl Evans,Brunei Darussalam,797461844
Margaret Vance,Israel,269577769
Stephen Clark,Tuvalu,95330903
Daniel Smith,Canada,856084140
Curtis Curtis,Morocco,377638376
Joseph Coleman,Lebanon,1144526963
Dr. Daniel Greene,Kuwait,399505690
Donald Murphy,Saint Pierre and Miquelon,114402968
Peter Miller,Gambia,719114558
Bradley Benton,Guinea-Bissau,826950778
Dan Sanders,Estonia,647742097
Holly Hogan DVM,Papua New Guinea,805055625
Robert Bailey MD,Peru,287077695
Gary Castro,Gibraltar,203405698
Katherine Velasquez,Nicaragua,632637169
Dennis Hall,San Marino,183799314
Amber Daniels,Hungary,842496904
Madison Smith,Brunei Darussalam,251998620
Daniel Owens,Antarctica (the territory South of 60 deg S),649464954
James Beasley,Angola,421153488
Stephanie Maldonado,Martinique,64967982
Martin Hampton,Equatorial Guinea,274207191
Suzanne Campbell,Madagascar,940539348
Garrett Henson,Colombia,367671616
Zachary Ponce,New Zealand,685399941
Thomas Smith,Estonia,5577176
John Johnson,Liechtenstein,1114209532
Laura Simpson MD,Samoa,666547020
Matthew Davis,Russian Federation,1185449345
David Walters,Costa Rica,560814464
Joshua Schwartz,Cyprus,966115129
Emily Campbell,Vanuatu,861478026
Vanessa Thomas,Ukraine,261484087
Brandy Carr,Cote d'Ivoire,341513957
Sarah Chapman,Belize,1067340734
David Gilbert,Indonesia,719637888
Sara Reynolds,Bulgaria,867392814
Brian Holder,French Guiana,77068610
Tiffany White,Cocos (Keeling) Islands,836285313
Phyllis Garcia,Azerbaijan,890356623
Dana Reed,Mali,828684380
Stephanie Roberts,Portugal,437725311
Michele Harper,Cayman Islands,1098983989
Richard Butler,Brazil,1137617430
Peter Love,Senegal,365580359
Christopher Lamb,Faroe Islands,474713780
Joshua Davis,Colombia,196620566
Renee Roberts,Pitcairn Islands,374296560
Rachel Brown,Bulgaria,249204494
Gabriel Hensley,Saudi Arabia,549394405
Brandy Fox,Vietnam,909231424
Robert Graham,Swaziland,291989673
Jacob Chapman,Philippines,273464674
Thomas Blair,Haiti,255896950
Sarah Brown,Seychelles,934407663
Cody Jackson,Heard Island and McDonald Islands,158828005
Amy Obrien,Gambia,1002292719
Ryan Arnold,Germany,542137455
Mark Hill,Thailand,968028321
William Ross,Barbados,161825556
Peggy Barnes,Mauritania,198336286
Anthony Smith,Estonia,438443395
Brian Ramirez,Equatorial Guinea,1156718765
Lacey Rodgers,Benin,772099977
Laurie Rodriguez,Cocos (Keeling) Islands,487686655
Terrence Allen,Zambia,563460380
Anthony Mills,Kazakhstan,585163696
Angela Vance,Palau,914504961
Mr. Kenneth Jones,Isle of Man,874416378
Michelle Rojas DVM,Sudan,498351182
Sandra Humphrey,Slovenia,198903511
Teresa Hopkins,Guatemala,25056203
Christopher Reid,Libyan Arab Jamahiriya,498661872
Kristen Williams,Australia,335467414
Kelly Gonzalez,Korea,765504457
Chad Patrick,Congo,802881936
Andrea Gutierrez,Cook Islands,322154260
Robert Mitchell,Reunion,33179581
Tiffany James,Switzerland,399122671
Ryan Hunter,Paraguay,272867891
Ellen Mcgee,Faroe Islands,831917584
Kimberly Lopez,Tanzania,261686298
William Mcdaniel,Botswana,1205487377
Jose Clark,Ecuador,596540780
Michael Mendoza,Barbados,275827929
Mr. Andrew Stein,Northern Mariana Islands,98017632
Michael Young,Greenland,89944691
Carol Ellis,Bosnia and Herzegovina,850173275
Cory Boyer,Ghana,11457881
Melissa Ellis,New Caledonia,316152117
Briana Jacobson,Equatorial Guinea,943334562
Diana King,Zimbabwe,417259047
Amanda Reese,Somalia,892691051
Debra Osborn,Swaziland,163555295
Elizabeth Adams,Moldova,583305680
Kevin Hart DVM,Cuba,633261805
Sabrina Hart,Rwanda,83907189
Ronald Bowman,Tokelau,867241323
Hannah Schwartz,Bouvet Island (Bouvetoya),740100257
Natasha Joseph,Norway,1162863943
Johnny Martin,Iraq,385575168
Lynn Hernandez,Honduras,1137525727
John Doyle,Barbados,969425483
Troy Mendez,Saint Pierre and Miquelon,54780741
Jo Brooks,Angola,358181470
Karen Hayes,Puerto Rico,709704358
Brenda Lindsey,Mayotte,1176413600
Sherry Williams MD,Gabon,14233337
John Perez,New Zealand,741917537
Jane Miller,Guernsey,1145115717
Martin Wagner,China,909060452
John Hart,Micronesia,85476667
Andrew Wallace,Papua New Guinea,91750445
Paula Vazquez,Suriname,120204225
Jessica Johnson,Estonia,422595605
James Jones,Cape Verde,597792957
Kristin Wilson,Eritrea,478195690
Joshua Villegas,Ghana,955528607
Erica Norton,San Marino,125822791
Jeffrey Reed,Saint Martin,1206914975
Chase Rogers,Tajikistan,948971094
Henry Hahn,Poland,508392491
David Rowe,Benin,1127438726
Tanya Perez,Pitcairn Islands,74160773
Rebecca Ross,Guinea-Bissau,754743720
Patricia Johnson,Jordan,281084048
Heather Howard,Niger,696553498
Amber Novak,Morocco,431382327
Mike David,French Southern Territories,503436515
Nathan Leonard,Fiji,878036167
Tiffany Hale,Tuvalu,489924962
Wanda Simmons,New Caledonia,459245949
Ronald Holland,Saint Kitts and Nevis,848267927
Michelle English,Hungary,566045615
Joseph Patterson,Finland,803189377
Richard Smith,South Georgia and the South Sandwich Islands,770753084
Danielle Hall,Burkina Faso,471989132
Bethany Noble,Guadeloupe,770017717
Ashley Anderson,New Zealand,918436055
Denise Skinner,Monaco,115547107
Dr. Christopher Taylor DVM,Barbados,595550414
Ryan Allen,Mayotte,1135911159
Richard Caldwell,Yemen,618491307
Jenna Graves,Eritrea,371465082
Laurie Hopkins,North Macedonia,921973487
Rhonda Hurley,Micronesia,124928926
Antonio Cunningham,Tuvalu,1080319354
James Hutchinson,Greece,1181335910
Kelly Robinson,Cape Verde,106207384
William Choi,Syrian Arab Republic,330379912
Jasmine Harris,Solomon Islands,268417753
Megan Wagner,United States Virgin Islands,977978608
Emily Mccoy,Burkina Faso,1094042586
Tyrone Thomas,Peru,620247970
Michele Duran,Congo,1021314009
Jacqueline Lee,Malaysia,475475453
Janice Snyder,Bahamas,204502274
Anne Hernandez,Dominican Republic,945177976
Daryl Haney,Eritrea,680106842
Steven Holmes,Vanuatu,524224816
Jonathan West,Pitcairn Islands,1133618771
Michael Hughes,Guyana,925101294
Vicki Gay,Slovenia,567531632
Bobby Parker,Vietnam,559042351
Jerry Hoffman DDS,Papua New Guinea,583553765
Ashlee Becker,Lebanon,1147022950
Charlotte Zavala,Qatar,492833348
Jonathan Lane,Kazakhstan,886372086
Vanessa Gomez,Canada,566463143
Jill Sherman,Bahamas,1035058943
Derrick Marquez,Slovakia (Slovak Republic),1074887459
Nicholas Day,Cocos (Keeling) Islands,282474562
Terry Johnson,Thailand,834704061
Laura Chase,Hungary,910463622
Heidi Sloan,Faroe Islands,1152344666
Michele Gibson,New Zealand,1185432349
William Bradley,Grenada,140900783
Austin Kennedy,Lithuania,977045089
Zachary Mccann,Saint Vincent and the Grenadines,101895195
Antonio Cole,Samoa,806183006
Darin Obrien,Rwanda,11667728
Paul Johnson,Sri Lanka,200642622
Derek Cannon,Argentina,229547442
Brooke Collins,American Samoa,219044973
Samantha King,Cote d'Ivoire,31447832
Michael Logan,Bahamas,106815035
Patricia Stone,Libyan Arab Jamahiriya,955860595
James Campbell,Burkina Faso,936811362
Logan Adams,United States Virgin Islands,427500801
Melinda Martinez,Switzerland,944775479
Michael King,Rwanda,173522417
Elizabeth Reilly,Barbados,1179287574
Valerie Peterson,British Indian Ocean Territory (Chagos Archipelago),289059236
Joseph Moore,United States of America,799687936
Jessica Chen,Heard Island and McDonald Islands,256280676
Joseph Bauer,Botswana,123865195
Priscilla Howard,Liechtenstein,842298325
Mr. Benjamin Roberts,Palau,681476741
Christina Scott,Moldova,784477974
Tina Rodriguez,Montenegro,184577169
Todd Jackson,Cote d'Ivoire,394866240
Russell Torres,Palau,286763524
Ana Pearson,Mali,982701905
Sabrina Evans,Saint Martin,42594987
Tony Richards,Aruba,1101663015
William Brandt,Algeria,378334337
Jennifer Smith,Cameroon,955733609
Wayne Hogan,Estonia,759117955
Emily Rogers,British Virgin Islands,1117488375
Peter Lane,Tokelau,1185802513
Sherri Salazar,Cook Islands,25668246
Sarah Stephenson MD,Georgia,1157786418
Seth Lee,Isle of Man,983654935
Tracy Mckay MD,Holy See (Vatican City State),189194359
Steven Castaneda,Puerto Rico,641597995
Annette Powell,Comoros,1012123923
Beverly Shah,Norway,105163098
Amber Holmes,Solomon Islands,130299417
Christopher Bailey,Tunisia,339136506
Joy Wright,Belgium,1171539115
Jonathan Brown,Sierra Leone,575753269
Randy Robinson,Barbados,901121473
Travis Carpenter,Burkina Faso,879829293
Frank Foley,El Salvador,640082319
Wayne Vargas,Qatar,1161212544
Teresa Jensen,Romania,872337248
Christina Rodriguez,Antarctica (the territory South of 60 deg S),945348123
Derrick Love,Falkland Islands (Malvinas),74351112
Phillip Taylor,Argentina,655516555
Joseph Jones,Venezuela,100835517
William Arnold,Nigeria,772113754
James Perry,Uruguay,764623630
Carl Hernandez,Uganda,981773344
Austin Williamson,Tajikistan,823436861
Bryce Moore,Uruguay,973113025
Jeremy Watts,Indonesia,798608854
James Chambers,Norfolk Island,1027029716
Jason Thomas,Aruba,10635326
Danielle Pratt,Tuvalu,942485954
Elizabeth Hansen,Netherlands Antilles,365551972
Dustin Ellis,Bahamas,614165082
Angela Thornton,Mauritius,1010239051
Shannon Brown,Germany,336209788
Regina Garcia,Tunisia,536024818
Natalie Roberts,Iraq,600634075
Kathryn Davis,Czech Republic,59036369
Michelle Mendoza,Korea,323006184
Nancy Young,Sao Tome and Principe,701252980
Rachel Butler,Azerbaijan,474482224
Jennifer Flores,Myanmar,371126720
Lisa Nash,Jersey,956819769
William Daniels,France,239640035
Richard Wood,Somalia,303634444
Lisa Rogers,Martinique,1129444234
Joshua Woods,Poland,672237162
Cheyenne Guerra,Greece,330659542
Amanda Lopez,Niue,977060467
Amanda Shaffer,Qatar,953386994
Joel Levy,Kyrgyz Republic,970243329
Brandon Rodriguez,Argentina,1127062842
Jean Mack,Isle of Man,1050319383
Ms. Dominique Anderson,Ireland,982812754
Lindsay Wolfe,Saint Helena,1158494081
Michael Moreno,Cambodia,889655454
Beverly Jackson,Greece,368532813
Veronica Young,Turkey,873535051
Mark Collins,Saint Martin,897857185
Kevin Patel,Papua New Guinea,1188382601
Cynthia Smith,Sweden,1126951215
Elizabeth Andrade,Heard Island and McDonald Islands,77722679
Brad Barnes,Romania,1004143091
Allen Neal,Thailand,1165276047
Kevin Young,Sao Tome and Principe,102450371
Michael Griffin,Uganda,295368174
Tammy Kennedy,Sri Lanka,1161573821
Alison Williams,Faroe Islands,615485802
Scott Weber,Saint Pierre and Miquelon,536910307
Tiffany Thompson,Cook Islands,708146123
Monica Hale,Guinea,218420550
Matthew Walker,Antarctica (the territory South of 60 deg S),532593230
Lisa Howell,Suriname,786432130
Misty Valdez,Senegal,677437992
Tami Miller,Slovenia,881305242
Lindsey Jones,Cook Islands,181850856
Mario Lowe,Kazakhstan,988972044
Lori Harris,Cayman Islands,920594128
April Spence,United States Minor Outlying Islands,1034581028
Kelly Mitchell,Bermuda,115108665
Matthew Miller,Falkland Islands (Malvinas),144216111
Tamara Andrews,North Macedonia,310498964
Tina Reeves,Belize,343684254
Daniel Gonzalez,Iceland,66977228
Karen Walker,Grenada,207498269
Stephanie Mcdowell,French Polynesia,631025439
Jose Calhoun,Montserrat,212354019
Alyssa Dominguez,Macao,553728914
Alex Mcdaniel,Mauritius,679465112
Paul Serrano,Nicaragua,785095213
David Tanner,Cameroon,429218211
Heidi Williams,Singapore,618604111
Patty Schultz,Mayotte,303796404
William Cox,Saint Lucia,718481526
Shelia Murphy,Russian Federation,838430252
Tracey Anderson,Kenya,809556063
Charles Rose,Mauritania,170988115
Thomas Brown,Sao Tome and Principe,717115953
Marc Rose,Malawi,784750835
Robert Smith,Oman,253049443
Phillip Castro,Vietnam,370272404
Jane Patterson,Israel,1003460296
Kevin Munoz,South Georgia and the South Sandwich Islands,723278384
Jennifer Summers,Anguilla,483599472
Alexandria Key,Wallis and Futuna,557032166
Kevin Wolfe,Argentina,1079381114
Eric Richmond,Congo,449407289
Laura Duncan,Japan,913676671
Bobby Miller,Greenland,892004935
Donald Rodriguez,Qatar,642748824
Melissa Smith,Timor-Leste,1018327601
Matthew Matthews,Belgium,622805667
Richard Gill,Guinea,1080296169
Tina Moore,Malaysia,758013319
Bradley Davis,Mayotte,889856323
Paige Hicks,Bhutan,774329840
Tina Rivera,Bouvet Island (Bouvetoya),108110038
Joseph Shaffer,Slovenia,273091527
Jonathan Robles,Tonga,1092183514
Vicki Carr,Micronesia,110308845
Alexis Brady,Israel,292433927
Lauren Garza,Vietnam,536370870
Meagan Carson,Denmark,1154708388
Alexandra Reese,Timor-Leste,207034767
James Campbell,Belize,95804820
William Henderson,Liberia,765997471
Edward Williams,Cambodia,1126069457
Robert Miller,Saint Vincent and the Grenadines,175626412
Tabitha Powers,Mayotte,543036427
Bonnie Flores,Peru,942828285
Nicole Freeman,Tajikistan,1165518551
Crystal Rice,Zambia,1118534899
Evan Parker,Cote d'Ivoire,570839507
Sarah Schmidt,Cyprus,19078894
Yvonne Ray,Korea,764266173
Annette Mills,Armenia,898629404
Mikayla Jennings,Saint Lucia,44821006
